,0
NTRS_returns_volatility,0.028542909716111908
AVY_returns_volatility,0.024761051737961795
AFL_returns_volatility,0.02314518298636613
REGN_returns_volatility,0.03867114224417469
DAL_returns_volatility,0.038381085652371146
COO_returns_volatility,0.024223727944014496
CME_returns_volatility,0.023705153332367494
BK_returns_volatility,0.026024027758942206
O_returns_volatility,0.02548679341006905
T_returns_volatility,0.021862802474976826
PAYX_returns_volatility,0.020426708900605713
VMC_returns_volatility,0.03227710947132782
LUMN_returns_volatility,0.03641201059161264
APA_returns_volatility,0.06016373092369762
MSFT_returns_volatility,0.02413382772943111
HAL_returns_volatility,0.04495814858364984
ALK_returns_volatility,0.0395921747201005
AKAM_returns_volatility,0.032013457971608324
APTV_returns_volatility,0.038577327544127696
C_returns_volatility,0.031533604242003056
CMCSA_returns_volatility,0.02478967170107058
KDP_returns_volatility,0.050069839527430944
MPWR_returns_volatility,0.03220165612285493
A_returns_volatility,0.026171012689123238
MLM_returns_volatility,0.03319482031153681
SCHW_returns_volatility,0.03185105730899192
PEG_returns_volatility,0.02007364305377164
NVDA_returns_volatility,0.043989753274492845
PPG_returns_volatility,0.025554140271409495
GPN_returns_volatility,0.030112347304960752
CFG_returns_volatility,0.035556156120411034
HST_returns_volatility,0.03422326009163574
MU_returns_volatility,0.054507851514265716
DVN_returns_volatility,0.05267596851566503
TMUS_returns_volatility,0.02655295861685581
UHS_returns_volatility,0.03137019590050502
ABBV_returns_volatility,0.02849567092131633
RCL_returns_volatility,0.0501061355287898
SNPS_returns_volatility,0.024710890879544176
BF-B_returns_volatility,0.022834132531164435
PNC_returns_volatility,0.02541969594614212
EQIX_returns_volatility,0.02384678895096863
BR_returns_volatility,0.022820263208885628
CSCO_returns_volatility,0.022904939935237532
CRM_returns_volatility,0.03177281630366994
EQT_returns_volatility,0.04762071178655143
FIS_returns_volatility,0.023840422919057632
ANET_returns_volatility,0.04231684007922741
EXPD_returns_volatility,0.022616624955697478
TRMB_returns_volatility,0.0332384672937128
